annotation_policy,bbox_scale_category_from_historical_reference,context_tags,design_existing_annotation_count_reference_only,frame_index,historical_bbox_stats_reference_only,historical_label_sha256_reference_only,image_height,image_path,image_sha256,image_width,metadata_only_notice,pack_filename,parsed_yolo_bbox_rows_from_historical_label_reference_only,selection_reason,source,source_image_path_reference_only,source_label_path_reference_only,source_video,timestamp_seconds
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""multiple_adult_ants"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",5,280,"{""area_max"": 0.02214285714285714, ""area_median"": 0.019947619047619047, ""area_min"": 0.011157142857142859, ""count"": 5, ""height_median"": 0.12428571428571429, ""width_median"": 0.155}",ee3bd916ef32bcec99a2ce0ed1a655bb3241704506926d26b2741685e5ac3feb,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000280_t0009-342_jpg.rf.1a2d65cd4052cc07a0eedb5d92d32bee.jpg,0a8baab9c19fbe5e52fb6d796c001c05f61ee71fbb3f34a92ba9c50ca3b690e1,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000280_t0009-342_jpg.rf.1a2d65cd4052cc07a0eedb5d92d32bee.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors"", ""multiple visible ants""]",ant2,exported_dataset/train/images/ant2_frame_000280_t0009-342_jpg.rf.1a2d65cd4052cc07a0eedb5d92d32bee.jpg,exported_dataset/train/labels/ant2_frame_000280_t0009-342_jpg.rf.1a2d65cd4052cc07a0eedb5d92d32bee.txt,samples/ant2.mp4,9.342
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""multiple_adult_ants"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",5,294,"{""area_max"": 0.0805239, ""area_median"": 0.03302619047619047, ""area_min"": 0.010266666666666667, ""count"": 5, ""height_median"": 0.2052, ""width_median"": 0.15666666666666668}",0588510d1b119e2f19686585fa41555a5d1da68b1193652db3cb8a9a5509aba4,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000294_t0009-809_jpg.rf.5e3a3faae93421c7cba0bb4dac921fa9.jpg,cd67180e55a22ece993cd3ab88d955a91e34eda87cffc81aa0d2bb69f6152a0c,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000294_t0009-809_jpg.rf.5e3a3faae93421c7cba0bb4dac921fa9.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors"", ""multiple visible ants""]",ant2,exported_dataset/train/images/ant2_frame_000294_t0009-809_jpg.rf.5e3a3faae93421c7cba0bb4dac921fa9.jpg,exported_dataset/train/labels/ant2_frame_000294_t0009-809_jpg.rf.5e3a3faae93421c7cba0bb4dac921fa9.txt,samples/ant2.mp4,9.809
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",4,301,"{""area_max"": 0.04546666666666667, ""area_median"": 0.036533333333333334, ""area_min"": 0.009942857142857142, ""count"": 4, ""height_median"": 0.2114285714285714, ""width_median"": 0.1725}",81b91f55e0d625d91d24221745dfd089fc3b43050f7b8060a63fd89435a8e235,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000301_t0010-043_jpg.rf.e69be6b35f337a3951b808082e104bf2.jpg,9d6a67d4b0f0de3e3b6ef76a91cd0b51226150a5f34a7b5aa146f3288fbbb305,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000301_t0010-043_jpg.rf.e69be6b35f337a3951b808082e104bf2.jpg,4,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation""]",ant2,exported_dataset/valid/images/ant2_frame_000301_t0010-043_jpg.rf.e69be6b35f337a3951b808082e104bf2.jpg,exported_dataset/valid/labels/ant2_frame_000301_t0010-043_jpg.rf.e69be6b35f337a3951b808082e104bf2.txt,samples/ant2.mp4,10.043
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""multiple_adult_ants"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",5,315,"{""area_max"": 0.09662857142857142, ""area_median"": 0.03, ""area_min"": 0.0143, ""count"": 5, ""height_median"": 0.15714285714285714, ""width_median"": 0.18}",3df430648862cf2f02e0f3eb69baae444148bcbbd6ce142aec4829e7112b0df5,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000315_t0010-510_jpg.rf.23653084add308d50951ab748e0b782c.jpg,9718e20bb760cb1afb0c3067039fb9ba789fd2cf897144c5f0b5a2400e49aa04,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000315_t0010-510_jpg.rf.23653084add308d50951ab748e0b782c.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation"", ""multiple visible ants""]",ant2,exported_dataset/test/images/ant2_frame_000315_t0010-510_jpg.rf.23653084add308d50951ab748e0b782c.jpg,exported_dataset/test/labels/ant2_frame_000315_t0010-510_jpg.rf.23653084add308d50951ab748e0b782c.txt,samples/ant2.mp4,10.51
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""multiple_adult_ants"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",5,329,"{""area_max"": 0.08111190476190476, ""area_median"": 0.035333333333333335, ""area_min"": 0.017904761904761906, ""count"": 5, ""height_median"": 0.2, ""width_median"": 0.17}",6e637db95c930f996dadea2687f21378a425470cd68c76978f6bffadf116516c,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000329_t0010-977_jpg.rf.44a724eba8384e947c7e1bb4808f2f91.jpg,d0abb73e8e8317a37f26923a31628d54d3b6e6393d56a71e6d9be36bf34268b4,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000329_t0010-977_jpg.rf.44a724eba8384e947c7e1bb4808f2f91.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation"", ""multiple visible ants""]",ant2,exported_dataset/valid/images/ant2_frame_000329_t0010-977_jpg.rf.44a724eba8384e947c7e1bb4808f2f91.jpg,exported_dataset/valid/labels/ant2_frame_000329_t0010-977_jpg.rf.44a724eba8384e947c7e1bb4808f2f91.txt,samples/ant2.mp4,10.977
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""multiple_adult_ants"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",5,336,"{""area_max"": 0.082, ""area_median"": 0.02419324285714286, ""area_min"": 0.017869047619047614, ""count"": 5, ""height_median"": 0.15714285714285714, ""width_median"": 0.14333333333333334}",eca8ee36f57639a9da6d3e639bd7670711fea17ad7afadfa67ecffcb4ba418ff,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000336_t0011-211_jpg.rf.14bf06a9112d8bd2fe7a7a3774c1f4db.jpg,8996f82b22c877fd0160a4c006053c8ab17bbf3a375cff208f677c15ea6fc781,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000336_t0011-211_jpg.rf.14bf06a9112d8bd2fe7a7a3774c1f4db.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation"", ""multiple visible ants""]",ant2,exported_dataset/train/images/ant2_frame_000336_t0011-211_jpg.rf.14bf06a9112d8bd2fe7a7a3774c1f4db.jpg,exported_dataset/train/labels/ant2_frame_000336_t0011-211_jpg.rf.14bf06a9112d8bd2fe7a7a3774c1f4db.txt,samples/ant2.mp4,11.211
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""multiple_adult_ants"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",5,350,"{""area_max"": 0.09342857142857142, ""area_median"": 0.020035714285714285, ""area_min"": 0.019066666666666666, ""count"": 5, ""height_median"": 0.14857142857142858, ""width_median"": 0.145}",2cfff655e5c05c1739848d1c49acfb184e9207bb3becfb005a21a791b76836f0,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000350_t0011-678_jpg.rf.ede1e027d3016584084111ed00c40dab.jpg,3985f40ffe4d65824f2d9de8ad54361052b1566eab7905c5cdd23cd51427aa4c,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000350_t0011-678_jpg.rf.ede1e027d3016584084111ed00c40dab.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation"", ""multiple visible ants""]",ant2,exported_dataset/train/images/ant2_frame_000350_t0011-678_jpg.rf.ede1e027d3016584084111ed00c40dab.jpg,exported_dataset/train/labels/ant2_frame_000350_t0011-678_jpg.rf.ede1e027d3016584084111ed00c40dab.txt,samples/ant2.mp4,11.678
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",4,364,"{""area_max"": 0.10086904761904762, ""area_median"": 0.021875, ""area_min"": 0.013907142857142858, ""count"": 4, ""height_median"": 0.14214285714285713, ""width_median"": 0.16999999999999998}",d78755877c9ef9240ee821e50db3979a7b5a6e80204ff72a8c53baba3652679e,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000364_t0012-145_jpg.rf.bc1608cb7027dfd577c0407c5c6d8548.jpg,dfd208ff34d7fb79540c9390f815ffee49b94817f793ed19c73fd4bbf748dc35,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000364_t0012-145_jpg.rf.bc1608cb7027dfd577c0407c5c6d8548.jpg,4,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation""]",ant2,exported_dataset/train/images/ant2_frame_000364_t0012-145_jpg.rf.bc1608cb7027dfd577c0407c5c6d8548.jpg,exported_dataset/train/labels/ant2_frame_000364_t0012-145_jpg.rf.bc1608cb7027dfd577c0407c5c6d8548.txt,samples/ant2.mp4,12.145
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""multiple_adult_ants"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",5,371,"{""area_max"": 0.0969047619047619, ""area_median"": 0.02408624952380955, ""area_min"": 0.010869047619047618, ""count"": 5, ""height_median"": 0.13857142857142857, ""width_median"": 0.17166666666666666}",010c9d04b4a9e53056b73d32a6e8cacb2a3a38247accecbf9e55c1122a50ee8f,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000371_t0012-378_jpg.rf.28dc60ef4e6d2b637bd254f2708ab571.jpg,c0e045c600b684800dc5f9f73095c6a7ac350a451b850673714b37d979847366,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000371_t0012-378_jpg.rf.28dc60ef4e6d2b637bd254f2708ab571.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation"", ""multiple visible ants""]",ant2,exported_dataset/test/images/ant2_frame_000371_t0012-378_jpg.rf.28dc60ef4e6d2b637bd254f2708ab571.jpg,exported_dataset/test/labels/ant2_frame_000371_t0012-378_jpg.rf.28dc60ef4e6d2b637bd254f2708ab571.txt,samples/ant2.mp4,12.378
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",4,392,"{""area_max"": 0.10593333333333335, ""area_median"": 0.03481297321428571, ""area_min"": 0.016166666666666666, ""count"": 4, ""height_median"": 0.20194285714285712, ""width_median"": 0.18916666666666665}",f4388cb08b5ac695a1390e9c4f79532ecfe1ccfa6a1bcf0e96ea7106944ebee5,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000392_t0013-079_jpg.rf.55a39f21c6487873eb5d364976564ed6.jpg,01f0098006e07de042ba1c2901d80d835939f1ef9ed0fa02bf408f82422520e4,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000392_t0013-079_jpg.rf.55a39f21c6487873eb5d364976564ed6.jpg,4,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation""]",ant2,exported_dataset/train/images/ant2_frame_000392_t0013-079_jpg.rf.55a39f21c6487873eb5d364976564ed6.jpg,exported_dataset/train/labels/ant2_frame_000392_t0013-079_jpg.rf.55a39f21c6487873eb5d364976564ed6.txt,samples/ant2.mp4,13.079
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",3,399,"{""area_max"": 0.10485238095238096, ""area_median"": 0.04299047619047619, ""area_min"": 0.016761904761904763, ""count"": 3, ""height_median"": 0.21142857142857144, ""width_median"": 0.20333333333333334}",c48f8bd94f667966b8d96ee3c437912b35034afacef32c64148edca5f3ddc315,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000399_t0013-313_jpg.rf.84e5da119ad9a984fbf44a0daf9cb3c2.jpg,7059d19bdcef6daadc1bcd3337fa30d0f369d6f22543ae768caacac5d893f711,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000399_t0013-313_jpg.rf.84e5da119ad9a984fbf44a0daf9cb3c2.jpg,3,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation""]",ant2,exported_dataset/test/images/ant2_frame_000399_t0013-313_jpg.rf.84e5da119ad9a984fbf44a0daf9cb3c2.jpg,exported_dataset/test/labels/ant2_frame_000399_t0013-313_jpg.rf.84e5da119ad9a984fbf44a0daf9cb3c2.txt,samples/ant2.mp4,13.313
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",4,413,"{""area_max"": 0.10281666666666668, ""area_median"": 0.0565223957142857, ""area_min"": 0.019399999999999997, ""count"": 4, ""height_median"": 0.21617142857142857, ""width_median"": 0.25742499999999996}",dbfd5c0caeb03ec69b9cfa1d1bfdecf304caa313a699748e594fec4878e087be,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000413_t0013-780_jpg.rf.a4ae5e62bbec2da9c5d013f2ce979dbc.jpg,32a12220f9319a279a7e463539e6925a06ad64d28dcdac834de6a2cc4a8e72fa,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000413_t0013-780_jpg.rf.a4ae5e62bbec2da9c5d013f2ce979dbc.jpg,4,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation""]",ant2,exported_dataset/train/images/ant2_frame_000413_t0013-780_jpg.rf.a4ae5e62bbec2da9c5d013f2ce979dbc.jpg,exported_dataset/train/labels/ant2_frame_000413_t0013-780_jpg.rf.a4ae5e62bbec2da9c5d013f2ce979dbc.txt,samples/ant2.mp4,13.78
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",4,427,"{""area_max"": 0.09495, ""area_median"": 0.03855638035714286, ""area_min"": 0.021738095238095237, ""count"": 4, ""height_median"": 0.18649285714285718, ""width_median"": 0.21666666666666667}",13dd27b3f971a1de88047c47e2ff16ab6eaddb812c0a5464fff2820f7c2bcaac,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000427_t0014-247_jpg.rf.5e24f7e93d62f2e9b844be1d8b325e17.jpg,11a0a1d1e3f8182d91b706059ac818b82b5f94dd47f921ae3d0a1f9a75a8973b,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000427_t0014-247_jpg.rf.5e24f7e93d62f2e9b844be1d8b325e17.jpg,4,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation""]",ant2,exported_dataset/train/images/ant2_frame_000427_t0014-247_jpg.rf.5e24f7e93d62f2e9b844be1d8b325e17.jpg,exported_dataset/train/labels/ant2_frame_000427_t0014-247_jpg.rf.5e24f7e93d62f2e9b844be1d8b325e17.txt,samples/ant2.mp4,14.247
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",4,434,"{""area_max"": 0.10102857142857144, ""area_median"": 0.035336904761904764, ""area_min"": 0.0261, ""count"": 4, ""height_median"": 0.16714285714285715, ""width_median"": 0.22583333333333333}",8d1a8eaf0691a5688145444f04f8008a72115490fc2ba93835768a8cd2fe922e,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000434_t0014-480_jpg.rf.86c3c14f091264ef849a1baec3e7f181.jpg,634a49b2d03e553cd669ce923914b30089c9f9279cb5ce5f9c8ce902ef554f6c,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000434_t0014-480_jpg.rf.86c3c14f091264ef849a1baec3e7f181.jpg,4,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation""]",ant2,exported_dataset/train/images/ant2_frame_000434_t0014-480_jpg.rf.86c3c14f091264ef849a1baec3e7f181.jpg,exported_dataset/train/labels/ant2_frame_000434_t0014-480_jpg.rf.86c3c14f091264ef849a1baec3e7f181.txt,samples/ant2.mp4,14.48
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""container_context"", ""cotton_context"", ""glare_reflections"", ""own_colony"", ""substrate_context"", ""tight_relabel_required""]",3,448,"{""area_max"": 0.09675, ""area_median"": 0.028224761904761916, ""area_min"": 0.025654702857142844, ""count"": 3, ""height_median"": 0.13765714285714287, ""width_median"": 0.24696666666666658}",6dc5615fc1aa81ed07791931439ac130e280c8403f9fe9f9111bfa7f5ec44c37,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000448_t0014-948_jpg.rf.3241a34f56a26f90002f899a36206737.jpg,3d8a3a72a9997a2d419cf279ddf30a150f666663c1e1a0d57249493b921fc384,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000448_t0014-948_jpg.rf.3241a34f56a26f90002f899a36206737.jpg,3,"[""temporal coverage"", ""own-colony close-up scale"", ""late-sequence glare/reflection variation""]",ant2,exported_dataset/train/images/ant2_frame_000448_t0014-948_jpg.rf.3241a34f56a26f90002f899a36206737.jpg,exported_dataset/train/labels/ant2_frame_000448_t0014-948_jpg.rf.3241a34f56a26f90002f899a36206737.txt,samples/ant2.mp4,14.948
