sourceSequence,originalFrame,originalFilename,split,packFilename,relativePath,gtAntCountFromANTS,densityBucket,imageWidth,imageHeight,reasonFeatures
Seq0008,39,000039.jpg,train,Seq0008_000039.jpg,train/Seq0008/Seq0008_000039.jpg,33,high,1280,720,crowded_scene|density_high|gt_count_33|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,59,000059.jpg,train,Seq0008_000059.jpg,train/Seq0008/Seq0008_000059.jpg,30,high,1280,720,crowded_scene|density_high|gt_count_30|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,78,000078.jpg,train,Seq0008_000078.jpg,train/Seq0008/Seq0008_000078.jpg,28,high,1280,720,crowded_scene|density_high|gt_count_28|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,97,000097.jpg,train,Seq0008_000097.jpg,train/Seq0008/Seq0008_000097.jpg,24,high,1280,720,density_high|gt_count_24|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,116,000116.jpg,train,Seq0008_000116.jpg,train/Seq0008/Seq0008_000116.jpg,20,medium,1280,720,density_medium|gt_count_20|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,135,000135.jpg,train,Seq0008_000135.jpg,train/Seq0008/Seq0008_000135.jpg,19,medium,1280,720,density_medium|gt_count_19|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,154,000154.jpg,train,Seq0008_000154.jpg,train/Seq0008/Seq0008_000154.jpg,21,high,1280,720,density_high|gt_count_21|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,174,000174.jpg,train,Seq0008_000174.jpg,train/Seq0008/Seq0008_000174.jpg,20,medium,1280,720,density_medium|gt_count_20|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,193,000193.jpg,train,Seq0008_000193.jpg,train/Seq0008/Seq0008_000193.jpg,18,medium,1280,720,density_medium|gt_count_18|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,212,000212.jpg,train,Seq0008_000212.jpg,train/Seq0008/Seq0008_000212.jpg,20,medium,1280,720,density_medium|gt_count_20|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_upper_center|temporal_sampling|variable_density
Seq0008,231,000231.jpg,train,Seq0008_000231.jpg,train/Seq0008/Seq0008_000231.jpg,22,high,1280,720,density_high|gt_count_22|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,250,000250.jpg,train,Seq0008_000250.jpg,train/Seq0008/Seq0008_000250.jpg,16,medium,1280,720,density_medium|gt_count_16|nest_entrance|outdoor|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,269,000269.jpg,train,Seq0008_000269.jpg,train/Seq0008/Seq0008_000269.jpg,16,medium,1280,720,density_medium|gt_count_16|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,289,000289.jpg,train,Seq0008_000289.jpg,train/Seq0008/Seq0008_000289.jpg,15,medium,1280,720,density_medium|gt_count_15|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,308,000308.jpg,train,Seq0008_000308.jpg,train/Seq0008/Seq0008_000308.jpg,14,low,1280,720,density_low|gt_count_14|nest_entrance|outdoor|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,327,000327.jpg,train,Seq0008_000327.jpg,train/Seq0008/Seq0008_000327.jpg,13,low,1280,720,density_low|gt_count_13|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_lower_center|temporal_sampling|variable_density
Seq0008,346,000346.jpg,train,Seq0008_000346.jpg,train/Seq0008/Seq0008_000346.jpg,10,low,1280,720,ants_isolated_or_moderate|density_low|gt_count_10|nest_entrance|outdoor|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,365,000365.jpg,train,Seq0008_000365.jpg,train/Seq0008/Seq0008_000365.jpg,13,low,1280,720,density_low|gt_count_13|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,384,000384.jpg,train,Seq0008_000384.jpg,train/Seq0008/Seq0008_000384.jpg,14,low,1280,720,density_low|gt_count_14|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,404,000404.jpg,train,Seq0008_000404.jpg,train/Seq0008/Seq0008_000404.jpg,12,low,1280,720,density_low|gt_count_12|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,423,000423.jpg,train,Seq0008_000423.jpg,train/Seq0008/Seq0008_000423.jpg,10,low,1280,720,ants_isolated_or_moderate|density_low|gt_count_10|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,442,000442.jpg,train,Seq0008_000442.jpg,train/Seq0008/Seq0008_000442.jpg,11,low,1280,720,density_low|gt_count_11|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,461,000461.jpg,train,Seq0008_000461.jpg,train/Seq0008/Seq0008_000461.jpg,13,low,1280,720,density_low|gt_count_13|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,480,000480.jpg,train,Seq0008_000480.jpg,train/Seq0008/Seq0008_000480.jpg,14,low,1280,720,density_low|gt_count_14|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,499,000499.jpg,train,Seq0008_000499.jpg,train/Seq0008/Seq0008_000499.jpg,14,low,1280,720,density_low|gt_count_14|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,519,000519.jpg,train,Seq0008_000519.jpg,train/Seq0008/Seq0008_000519.jpg,17,medium,1280,720,density_medium|gt_count_17|nest_entrance|outdoor|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,538,000538.jpg,train,Seq0008_000538.jpg,train/Seq0008/Seq0008_000538.jpg,18,medium,1280,720,density_medium|gt_count_18|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,557,000557.jpg,train,Seq0008_000557.jpg,train/Seq0008/Seq0008_000557.jpg,21,high,1280,720,density_high|gt_count_21|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0009,1,000001.jpg,train,Seq0009_000001.jpg,train/Seq0009/Seq0009_000001.jpg,51,low,1280,720,crowded_scene|density_low|gt_count_51|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,29,000029.jpg,train,Seq0009_000029.jpg,train/Seq0009/Seq0009_000029.jpg,55,medium,1280,720,crowded_scene|density_medium|gt_count_55|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,56,000056.jpg,train,Seq0009_000056.jpg,train/Seq0009/Seq0009_000056.jpg,54,medium,1280,720,crowded_scene|density_medium|gt_count_54|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,84,000084.jpg,train,Seq0009_000084.jpg,train/Seq0009/Seq0009_000084.jpg,50,low,1280,720,crowded_scene|density_low|gt_count_50|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,112,000112.jpg,train,Seq0009_000112.jpg,train/Seq0009/Seq0009_000112.jpg,54,medium,1280,720,crowded_scene|density_medium|gt_count_54|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,139,000139.jpg,train,Seq0009_000139.jpg,train/Seq0009/Seq0009_000139.jpg,52,low,1280,720,crowded_scene|density_low|gt_count_52|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,167,000167.jpg,train,Seq0009_000167.jpg,train/Seq0009/Seq0009_000167.jpg,50,low,1280,720,crowded_scene|density_low|gt_count_50|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,194,000194.jpg,train,Seq0009_000194.jpg,train/Seq0009/Seq0009_000194.jpg,61,high,1280,720,crowded_scene|density_high|gt_count_61|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,222,000222.jpg,train,Seq0009_000222.jpg,train/Seq0009/Seq0009_000222.jpg,57,high,1280,720,crowded_scene|density_high|gt_count_57|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,250,000250.jpg,train,Seq0009_000250.jpg,train/Seq0009/Seq0009_000250.jpg,43,low,1280,720,crowded_scene|density_low|gt_count_43|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,277,000277.jpg,train,Seq0009_000277.jpg,train/Seq0009/Seq0009_000277.jpg,54,medium,1280,720,crowded_scene|density_medium|gt_count_54|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,305,000305.jpg,train,Seq0009_000305.jpg,train/Seq0009/Seq0009_000305.jpg,49,low,1280,720,crowded_scene|density_low|gt_count_49|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,333,000333.jpg,train,Seq0009_000333.jpg,train/Seq0009/Seq0009_000333.jpg,50,low,1280,720,crowded_scene|density_low|gt_count_50|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,360,000360.jpg,train,Seq0009_000360.jpg,train/Seq0009/Seq0009_000360.jpg,56,high,1280,720,crowded_scene|density_high|gt_count_56|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,388,000388.jpg,train,Seq0009_000388.jpg,train/Seq0009/Seq0009_000388.jpg,52,low,1280,720,crowded_scene|density_low|gt_count_52|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,415,000415.jpg,train,Seq0009_000415.jpg,train/Seq0009/Seq0009_000415.jpg,55,medium,1280,720,crowded_scene|density_medium|gt_count_55|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,443,000443.jpg,train,Seq0009_000443.jpg,train/Seq0009/Seq0009_000443.jpg,54,medium,1280,720,crowded_scene|density_medium|gt_count_54|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,471,000471.jpg,train,Seq0009_000471.jpg,train/Seq0009/Seq0009_000471.jpg,55,medium,1280,720,crowded_scene|density_medium|gt_count_55|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,498,000498.jpg,train,Seq0009_000498.jpg,train/Seq0009/Seq0009_000498.jpg,55,medium,1280,720,crowded_scene|density_medium|gt_count_55|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0009,526,000526.jpg,train,Seq0009_000526.jpg,train/Seq0009/Seq0009_000526.jpg,51,low,1280,720,crowded_scene|density_low|gt_count_51|high_crowding|nest_entrance|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|soil|spatial_middle_center|temporal_sampling
Seq0005,1,000001.jpg,val,Seq0005_000001.jpg,val/Seq0005/Seq0005_000001.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,35,000035.jpg,val,Seq0005_000035.jpg,val/Seq0005/Seq0005_000035.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,70,000070.jpg,val,Seq0005_000070.jpg,val/Seq0005/Seq0005_000070.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,104,000104.jpg,val,Seq0005_000104.jpg,val/Seq0005/Seq0005_000104.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,139,000139.jpg,val,Seq0005_000139.jpg,val/Seq0005/Seq0005_000139.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,173,000173.jpg,val,Seq0005_000173.jpg,val/Seq0005/Seq0005_000173.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,208,000208.jpg,val,Seq0005_000208.jpg,val/Seq0005/Seq0005_000208.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,242,000242.jpg,val,Seq0005_000242.jpg,val/Seq0005/Seq0005_000242.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,277,000277.jpg,val,Seq0005_000277.jpg,val/Seq0005/Seq0005_000277.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,311,000311.jpg,val,Seq0005_000311.jpg,val/Seq0005/Seq0005_000311.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,346,000346.jpg,val,Seq0005_000346.jpg,val/Seq0005/Seq0005_000346.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,380,000380.jpg,val,Seq0005_000380.jpg,val/Seq0005/Seq0005_000380.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,415,000415.jpg,val,Seq0005_000415.jpg,val/Seq0005/Seq0005_000415.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,449,000449.jpg,val,Seq0005_000449.jpg,val/Seq0005/Seq0005_000449.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,484,000484.jpg,val,Seq0005_000484.jpg,val/Seq0005/Seq0005_000484.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|partial_or_edge_ant_candidate|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,518,000518.jpg,val,Seq0005_000518.jpg,val/Seq0005/Seq0005_000518.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,553,000553.jpg,val,Seq0005_000553.jpg,val/Seq0005/Seq0005_000553.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,587,000587.jpg,val,Seq0005_000587.jpg,val/Seq0005/Seq0005_000587.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,622,000622.jpg,val,Seq0005_000622.jpg,val/Seq0005/Seq0005_000622.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,656,000656.jpg,val,Seq0005_000656.jpg,val/Seq0005/Seq0005_000656.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,691,000691.jpg,val,Seq0005_000691.jpg,val/Seq0005/Seq0005_000691.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,725,000725.jpg,val,Seq0005_000725.jpg,val/Seq0005/Seq0005_000725.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,760,000760.jpg,val,Seq0005_000760.jpg,val/Seq0005/Seq0005_000760.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,794,000794.jpg,val,Seq0005_000794.jpg,val/Seq0005/Seq0005_000794.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,829,000829.jpg,val,Seq0005_000829.jpg,val/Seq0005/Seq0005_000829.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,863,000863.jpg,val,Seq0005_000863.jpg,val/Seq0005/Seq0005_000863.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,898,000898.jpg,val,Seq0005_000898.jpg,val/Seq0005/Seq0005_000898.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,932,000932.jpg,val,Seq0005_000932.jpg,val/Seq0005/Seq0005_000932.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,967,000967.jpg,val,Seq0005_000967.jpg,val/Seq0005/Seq0005_000967.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0005,1001,001001.jpg,val,Seq0005_001001.jpg,val/Seq0005/Seq0005_001001.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0010,1,000001.jpg,val,Seq0010_000001.jpg,val/Seq0010/Seq0010_000001.jpg,30,low,1280,720,crowded_scene|density_low|gravel|gt_count_30|high_crowding|outdoor|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,19,000019.jpg,val,Seq0010_000019.jpg,val/Seq0010/Seq0010_000019.jpg,30,low,1280,720,crowded_scene|density_low|gravel|gt_count_30|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,37,000037.jpg,val,Seq0010_000037.jpg,val/Seq0010/Seq0010_000037.jpg,32,low,1280,720,crowded_scene|density_low|gravel|gt_count_32|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,55,000055.jpg,val,Seq0010_000055.jpg,val/Seq0010/Seq0010_000055.jpg,34,low,1280,720,crowded_scene|density_low|gravel|gt_count_34|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,73,000073.jpg,val,Seq0010_000073.jpg,val/Seq0010/Seq0010_000073.jpg,35,low,1280,720,crowded_scene|density_low|gravel|gt_count_35|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,92,000092.jpg,val,Seq0010_000092.jpg,val/Seq0010/Seq0010_000092.jpg,37,low,1280,720,crowded_scene|density_low|gravel|gt_count_37|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,110,000110.jpg,val,Seq0010_000110.jpg,val/Seq0010/Seq0010_000110.jpg,38,low,1280,720,crowded_scene|density_low|gravel|gt_count_38|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,128,000128.jpg,val,Seq0010_000128.jpg,val/Seq0010/Seq0010_000128.jpg,35,low,1280,720,crowded_scene|density_low|gravel|gt_count_35|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,146,000146.jpg,val,Seq0010_000146.jpg,val/Seq0010/Seq0010_000146.jpg,35,low,1280,720,crowded_scene|density_low|gravel|gt_count_35|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,164,000164.jpg,val,Seq0010_000164.jpg,val/Seq0010/Seq0010_000164.jpg,36,low,1280,720,crowded_scene|density_low|gravel|gt_count_36|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,182,000182.jpg,val,Seq0010_000182.jpg,val/Seq0010/Seq0010_000182.jpg,38,low,1280,720,crowded_scene|density_low|gravel|gt_count_38|high_crowding|outdoor|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,200,000200.jpg,val,Seq0010_000200.jpg,val/Seq0010/Seq0010_000200.jpg,39,medium,1280,720,crowded_scene|density_medium|gravel|gt_count_39|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,218,000218.jpg,val,Seq0010_000218.jpg,val/Seq0010/Seq0010_000218.jpg,39,medium,1280,720,crowded_scene|density_medium|gravel|gt_count_39|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,236,000236.jpg,val,Seq0010_000236.jpg,val/Seq0010/Seq0010_000236.jpg,36,low,1280,720,crowded_scene|density_low|gravel|gt_count_36|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,254,000254.jpg,val,Seq0010_000254.jpg,val/Seq0010/Seq0010_000254.jpg,38,low,1280,720,crowded_scene|density_low|gravel|gt_count_38|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,273,000273.jpg,val,Seq0010_000273.jpg,val/Seq0010/Seq0010_000273.jpg,42,high,1280,720,crowded_scene|density_high|gravel|gt_count_42|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,291,000291.jpg,val,Seq0010_000291.jpg,val/Seq0010/Seq0010_000291.jpg,42,high,1280,720,crowded_scene|density_high|gravel|gt_count_42|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,309,000309.jpg,val,Seq0010_000309.jpg,val/Seq0010/Seq0010_000309.jpg,41,high,1280,720,crowded_scene|density_high|gravel|gt_count_41|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,327,000327.jpg,val,Seq0010_000327.jpg,val/Seq0010/Seq0010_000327.jpg,40,medium,1280,720,crowded_scene|density_medium|gravel|gt_count_40|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,345,000345.jpg,val,Seq0010_000345.jpg,val/Seq0010/Seq0010_000345.jpg,39,medium,1280,720,crowded_scene|density_medium|gravel|gt_count_39|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,363,000363.jpg,val,Seq0010_000363.jpg,val/Seq0010/Seq0010_000363.jpg,39,medium,1280,720,crowded_scene|density_medium|gravel|gt_count_39|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,381,000381.jpg,val,Seq0010_000381.jpg,val/Seq0010/Seq0010_000381.jpg,41,high,1280,720,crowded_scene|density_high|gravel|gt_count_41|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,399,000399.jpg,val,Seq0010_000399.jpg,val/Seq0010/Seq0010_000399.jpg,42,high,1280,720,crowded_scene|density_high|gravel|gt_count_42|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,417,000417.jpg,val,Seq0010_000417.jpg,val/Seq0010/Seq0010_000417.jpg,43,high,1280,720,crowded_scene|density_high|gravel|gt_count_43|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
Seq0010,435,000435.jpg,val,Seq0010_000435.jpg,val/Seq0010/Seq0010_000435.jpg,42,high,1280,720,crowded_scene|density_high|gravel|gt_count_42|high_crowding|outdoor|partial_or_edge_ant_candidate|rocks|shadows|small_ants|spatial_middle_center|temporal_sampling
